id;name;city;age;version
880;John;Raleigh;37;2
881;George;Providence;13;2
882;Gerald;Charleston;66;2
883;Harry;Atlanta;15;2
884;James;Bismarck;25;2
885;Bill;Cheyenne;64;2
886;Zachary;Lincoln;87;2
887;Millard;Little Rock;24;2
888;Millard;Hartford;59;2
889;Andrew;Santa Fe;48;2
890;Gerald;Lincoln;9;2
891;Jimmy;Juneau;72;2
892;Grover;Albany;84;2
893;Millard;Oklahoma City;74;2
894;Rutherford;Nashville;31;2
895;Benjamin;Bismarck;46;2
896;Millard;Saint Paul;21;2
897;Ulysses;Honolulu;61;2
898;Millard;Tallahassee;59;2
899;Dwight;Raleigh;42;2
900;James;Honolulu;34;2
901;Harry;Austin;56;2
902;Lyndon;Harrisburg;12;2
903;Rutherford;Columbia;75;2
904;Benjamin;Pierre;58;2
905;Andrew;Lansing;8;2
906;Bill;Honolulu;28;2
907;Richard;Frankfort;86;2
908;Benjamin;Sacramento;21;2
909;Theodore;Honolulu;65;2
910;Grover;Honolulu;89;2
911;Gerald;Springfield;24;2
912;Woodrow;Annapolis;100;2
913;Ronald;Montpelier;27;2
914;Thomas;Columbia;0;2
915;Lyndon;Albany;25;2
916;James;Madison;83;2
917;Ulysses;Boston;72;2
918;Grover;Augusta;88;2
919;Thomas;Pierre;87;2
920;Herbert;Frankfort;51;2
921;Jimmy;Frankfort;34;2
922;John;Providence;57;2
923;Herbert;Boston;8;2
924;Zachary;Cheyenne;57;2
925;William;Madison;25;2
926;Abraham;Albany;99;2
927;Franklin;Denver;43;2
928;Ronald;Austin;27;2
929;Dwight;Little Rock;21;2
930;Millard;Bismarck;92;2
931;Dwight;Springfield;31;2
932;Andrew;Frankfort;49;2
933;Dwight;Concord;16;2
934;Gerald;Honolulu;64;2
935;Thomas;Carson City;3;2
936;Bill;Atlanta;89;2
937;Thomas;Columbus;83;2
938;William;Little Rock;8;2
939;Ulysses;Honolulu;48;2
940;Thomas;Concord;77;2
941;Woodrow;Raleigh;5;2
942;Martin;Bismarck;73;2
943;Herbert;Hartford;69;2
944;Calvin;Baton Rouge;17;2
945;Martin;Augusta;47;2
946;Lyndon;Richmond;81;2
947;Dwight;Carson City;36;2
948;Chester;Juneau;74;2
949;Gerald;Lansing;35;2
950;Ulysses;Boise;6;2
951;Zachary;Columbus;30;2
952;Ronald;Richmond;37;2
953;John;Charleston;72;2
954;Andrew;Nashville;79;2
955;Harry;Saint Paul;84;2
956;Martin;Providence;60;2
957;Martin;Pierre;80;2
958;James;Charleston;54;2
959;James;Saint Paul;95;2
960;Chester;Jackson;15;2
961;Theodore;Atlanta;40;2
962;Grover;Jefferson City;90;2
963;Andrew;Annapolis;26;2
964;Bill;Denver;9;2
965;Lyndon;Columbus;31;2
966;Dwight;Pierre;56;2
967;Ronald;Baton Rouge;100;2
968;Herbert;Jefferson City;74;2
969;Richard;Columbus;34;2
970;Theodore;Trenton;43;2
971;Chester;Concord;52;2
972;Chester;Boston;89;2
973;Theodore;Oklahoma City;31;2
974;Dwight;Salem;98;2
975;Thomas;Lincoln;85;2
976;James;Lincoln;52;2
977;Ronald;Oklahoma City;80;2
978;Herbert;Denver;90;2
979;Lyndon;Richmond;74;2
980;Herbert;Santa Fe;52;2
981;Dwight;Nashville;62;2
982;Millard;Indianapolis;17;2
983;Chester;Lansing;78;2
984;Grover;Columbia;43;2
985;Rutherford;Jefferson City;83;2
986;Warren;Richmond;58;2
987;Thomas;Atlanta;69;2
988;Ulysses;Little Rock;51;2
989;Calvin;Harrisburg;71;2
990;Woodrow;Atlanta;57;2
991;Millard;Albany;74;2
992;Woodrow;Oklahoma City;77;3
993;Warren;Sacramento;9;3
994;Harry;Madison;20;3
995;Lyndon;Columbia;4;3
996;Woodrow;Salt Lake City;47;3
997;Gerald;Montpelier;27;3
998;Thomas;Trenton;69;3
999;Harry;Atlanta;18;3
